"POS_RK",POS_TIERS,"PLAYER NAME",TEAM,"AVG_FAN PTS"
"129",10,"Ty Montgomery",NO,"2.1"
"130",10,"Dion Lewis",FA,"2.4"
"131",10,"Ameer Abdullah",MIN,"1.4"
"132",10,"Trey Ragas",LV,"0"
"133",10,"Pooka Williams Jr.",CIN,"0"
"134",10,"Jeremy McNichols",TEN,"2.0"
"135",10,"Ryquell Armstead",FA,"0"
"136",10,"Corey Clement",NYG,"1.1"
"137",10,"D'Ernest Johnson",CLE,"1.1"
"138",10,"D'Onta Foreman",FA,"2.7"
"139",10,"T.J. Yeldon",FA,"5.1"
"140",10,"C.J. Ham",MIN,"1.2"
"141",10,"Keith Smith",ATL,"0.4"
"142",10,"Elijah McGuire",KC,"0"
"143",10,"Trenton Cannon",CAR,"0.4"
"144",10,"Alec Ingold",LV,"1.1"
"145",10,"Tony Brooks-James",ATL,"0.4"
"146",10,"Josh Adams",NYJ,"3.8"
"147",10,"Patrick Ricard",BAL,"0.5"
"148",10,"J.J. Taylor",NE,"1.9"
"149",11,"Michael Burton",KC,"0.3"
"150",11,"Patrick Laird",MIA,"0.8"
"151",11,"Antonio Williams",BUF,"20.3"
"152",11,"DeAndre Washington",FA,"3.0"
"153",11,"Rico Dowdle",DAL,"0.2"
"154",11,"Khari Blasingame",TEN,"0.3"
"155",11,"Reggie Bonnafon",CAR,"7.3"
"156",11,"Bo Scarbrough",FA,"3.1"
"157",11,"Dedrick Mills",DET,"0"
"158",11,"Theo Riddick",LV,"1.1"
"159",11,"Jacques Patrick",CIN,"0"
"160",11,"Lynn Bowden Jr.",MIA,"0"
"161",11,"Jakob Johnson",NE,"0.6"
"162",11,"Buddy Howell",HOU,"0.5"
"163",11,"Rodney Smith",CAR,"3.9"
"164",11,"Lamar Miller",WAS,"0.6"
"165",11,"Andy Janovich",CLE,"0.1"
"166",11,"Ty'Son Williams",BAL,"0"
"167",11,"Otis Anderson Jr.",LAR,"0"
"168",11,"Jonathan Ward",ARI,"0.5"
"169",11,"Dexter Williams",GB,"0.3"
"170",11,"Dwayne Washington",NO,"0.1"
"171",11,"Brenden Knox",DAL,"0"
"172",11,"Alex Armah",NO,"0.2"
"173",11,"Rakeem Boyd",FA,"0"
"174",11,"Caleb Huntley",ATL,"0"
"175",11,"JaQuan Hardy",DAL,"0"
"176",11,"Troymaine Pope",TB,"2.0"
"177",11,"Derek Watt",PIT,"0.0"
"178",11,"Tre Harbison",CLE,"0"
"179",11,"Sewo Olonilua",DAL,"0.0"
"180",11,"Taiwan Jones",BUF,"0.0"
"181",11,"Brandon Bolden",NE,"0"
"182",11,"John Kelly",CLE,"0"
"183",11,"Ryan Nall",CHI,"0.8"
"184",11,"Mekhi Sargent",TEN,"0"
"185",11,"Michael Warren II",DET,"0.0"
"186",11,"Scottie Phillips",HOU,"0.2"
"187",11,"Austin Walter",NYJ,"0.8"
"188",12,"Dontrell Hilliard",HOU,"0.7"
"189",12,"Reggie Gilliam",BUF,"0.5"
"190",12,"Artavis Pierce",CHI,"1.9"
"191",12,"Elijhaa Penny",NYG,"0.3"
"192",12,"C.J. Prosise",TB,"0.8"
"193",12,"Cullen Gillaspia",NYG,"0.1"
"194",12,"Tony Jones Jr.",NO,"1.3"
"195",12,"Jonathan Williams",WAS,"0.1"
"196",12,"Alfred Morris",FA,"4.2"
"197",12,"Ben Mason",BAL,"0"
"198",12,"Nate McCrary",BAL,"0"
"199",12,"Darius Anderson",IND,"0"
"200",12,"Tavien Feaster",ARI,"0"
"201",12,"Khalfani Muhammad",ARI,"0"
"202",12,"Jason Huntley",PHI,"0.4"
"203",12,"Darius Bradwell",LAC,"0.0"
"204",12,"Jordan Scarlett",MIA,"0"
"205",12,"LeVante Bellamy",DEN,"0.3"
"206",12,"Johnny Stanton",CLE,"0.0"
"207",12,"Damarea Crockett",DEN,"0"
"208",12,"Deon Jackson",IND,"0"
"209",12,"Adrian Killins Jr.",PHI,"-1.0"
"210",12,"Patrick Taylor Jr.",GB,"0"
"211",12,"Spencer Brown",CAR,"0"
"212",12,"Josh Johnson",SEA,"0"
"213",12,"CJ Marable",CHI,"0"
"214",12,"Tory Carter",TEN,"0"
