"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","PASS_YDS","PASS_TDS","REC","REC_YDS","REC_TDS","RUSH_ATT","RUSH_YDS","RUSH_TDS"
"465",16,"Gary Brightwell",NYG,"0","0","0","0","0","0","0","0","0"
"466",16,"Nick Boyle",BAL,"23.3","0","0","14","113","2","0","0","0"
"467",16,"Jacob Eason",IND,"0","0","0","0","0","0","0","0","0"
"468",16,"Willie Snead IV",LV,"61.2","0","0","33","432","3","0","0","0"
"469",16,"Freddie Swain",SEA,"27.9","0","0","13","159","2","0","0","0"
"470",16,"Aldrick Rosas",JAC,"39","0","0","0","0","0","0","0","0"
"471",16,"Travis Homer",SEA,"23.8","0","0","9","90","1","25","88","0"
"472",16,"Richie James Jr.",SF,"41.4","0","0","23","394","1","0","0","0"
"473",16,"Damiere Byrd",CHI,"67.9","0","0","47","604","1","2","15","0"
"474",16,"Ty Montgomery",NO,"12.8","0","0","3","27","0","19","101","0"
"475",16,"Chase McLaughlin",CLE,"20","0","0","0","0","0","0","0","0"
"476",16,"Josh Oliver",BAL,"0","0","0","0","0","0","0","0","0"
"477",16,"Andrew Jacas",SF,"0","0","0","0","0","0","0","0","0"
"478",16,"D'Onta Foreman",FA,"16","0","0","1","5","1","22","95","0"
"479",16,"Kenny Yeboah",NYJ,"0","0","0","0","0","0","0","0","0"
"480",16,"Nick Vannett",NO,"15.5","0","0","14","95","1","0","0","0"
"481",16,"Stevie Scott III",NO,"0","0","0","0","0","0","0","0","0"
"482",16,"Trayveon Williams",CIN,"16.7","0","0","5","30","0","26","157","0"
"483",16,"Sage Surratt",DET,"0","0","0","0","0","0","0","0","0"
"484",16,"Shi Smith",CAR,"0","0","0","0","0","0","0","0","0"
"485",16,"JaMycal Hasty",SF,"24.1","0","0","7","33","0","39","148","1"
"486",16,"Cedrick Wilson",DAL,"34.62","0","0","17","189","2","3","-12","0"
"487",16,"Chris Manhertz",JAC,"5.2","0","0","6","52","0","0","0","0"
"488",16,"Frank Darby",ATL,"0","0","0","0","0","0","0","0","0"
"489",16,"Hunter Bryant",DET,"4.4","0","0","1","44","0","0","0","0"
"490",16,"Pooka Williams Jr.",CIN,"0","0","0","0","0","0","0","0","0"
"491",16,"Adam Shaheen",MIA,"33","0","0","12","150","3","0","0","0"
"492",16,"Chad Beebe",MIN,"30.1","0","0","20","201","2","0","0","0"
"493",16,"Trenton Cannon",CAR,"4.9","0","0","3","16","0","10","33","0"
"494",16,"Tre' McKitty",LAC,"0","0","0","0","0","0","0","0","0"
"495",16,"Tajae Sharpe",ATL,"0","0","0","0","0","0","0","0","0"
"496",16,"C.J. Ham",MIN,"17.5","0","0","8","97","1","5","18","0"
"497",16,"Jaelon Darden",TB,"0","0","0","0","0","0","0","0","0"
"498",16,"Trey Ragas",LV,"0","0","0","0","0","0","0","0","0"
"499",16,"Demetric Felton",CLE,"0","0","0","0","0","0","0","0","0"
"500",16,"Kylen Granson",IND,"0","0","0","0","0","0","0","0","0"
"501",16,"Ross Dwelley",SF,"30.5","0","0","19","245","1","0","0","0"
"502",16,"Blake Bell",KC,"11.2","0","0","11","110","0","1","2","0"
"503",16,"Michael Burton",KC,"4.6","0","0","4","28","0","7","18","0"
"504",16,"Josiah Deguara",GB,"1.2","0","0","1","12","0","0","0","0"
"505",16,"Nick Foles",CHI,"112.18","1852","10","0","0","0","16","1","1"
"506",16,"Patrick Ricard",BAL,"8","0","0","9","45","1","1","-1","0"
"507",16,"Dwayne Haskins",PIT,"75.16","1439","5","0","0","0","20","46","1"
