"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","PASS_YDS","PASS_TDS","REC","REC_YDS","REC_TDS","RUSH_ATT","RUSH_YDS","RUSH_TDS"
"458",15,"Ty Montgomery",NO,"15.8","0","0","3","27","0","19","101","0"
"459",15,"Kelvin Harmon",WAS,"0","0","0","0","0","0","0","0","0"
"460",15,"Jeremy McNichols",TEN,"43.9","0","0","12","55","0","47","204","1"
"461",15,"Jace Sternberger",GB,"29.4","0","0","12","114","1","0","0","0"
"462",15,"Tyler Kroft",NYJ,"41.9","0","0","12","119","3","0","0","0"
"463",15,"Willie Snead IV",LV,"94.2","0","0","33","432","3","0","0","0"
"464",16,"Olabisi Johnson",MIN,"34.9","0","0","14","189","0","0","0","0"
"465",16,"Jakeem Grant Sr.",MIA,"87.3","0","0","36","373","1","3","20","0"
"466",16,"Trey Burton",FA,"83.3","0","0","28","250","3","2","3","2"
"467",16,"Aldrick Rosas",JAC,"39","0","0","0","0","0","0","0","0"
"468",16,"Marquise Goodwin",CHI,"0","0","0","0","0","0","0","0","0"
"469",16,"Nick Boyle",BAL,"37.3","0","0","14","113","2","0","0","0"
"470",16,"Frank Darby",ATL,"0","0","0","0","0","0","0","0","0"
"471",16,"Richard Rodgers",PHI,"70.5","0","0","24","345","2","0","0","0"
"472",16,"Kahale Warring",HOU,"6.5","0","0","3","35","0","0","0","0"
"473",16,"Dion Lewis",FA,"57.2","0","0","19","127","1","29","115","2"
"474",16,"Richie James Jr.",SF,"64.4","0","0","23","394","1","0","0","0"
"475",16,"Marcus Mariota",LV,"26.84","226","1","0","0","0","9","88","1"
"476",16,"Chase McLaughlin",CLE,"20","0","0","0","0","0","0","0","0"
"477",16,"Trayveon Williams",CIN,"21.7","0","0","5","30","0","26","157","0"
"478",16,"Freddie Swain",SEA,"40.9","0","0","13","159","2","0","0","0"
"479",16,"Kenny Yeboah",NYJ,"0","0","0","0","0","0","0","0","0"
"480",16,"Andrew Jacas",SF,"0","0","0","0","0","0","0","0","0"
"481",16,"Chris Manhertz",JAC,"11.2","0","0","6","52","0","0","0","0"
"482",16,"Nick Vannett",NO,"29.5","0","0","14","95","1","0","0","0"
"483",16,"Gary Brightwell",NYG,"0","0","0","0","0","0","0","0","0"
"484",16,"Cedrick Wilson",DAL,"51.62","0","0","17","189","2","3","-12","0"
"485",16,"Sage Surratt",DET,"0","0","0","0","0","0","0","0","0"
"486",16,"Adam Shaheen",MIA,"45","0","0","12","150","3","0","0","0"
"487",16,"Hunter Bryant",DET,"5.4","0","0","1","44","0","0","0","0"
"488",16,"Kylen Granson",IND,"0","0","0","0","0","0","0","0","0"
"489",16,"Patrick Ricard",BAL,"17","0","0","9","45","1","1","-1","0"
"490",16,"C.J. Ham",MIN,"25.5","0","0","8","97","1","5","18","0"
"491",16,"J.J. Arcega-Whiteside",PHI,"14.5","0","0","4","85","0","0","0","0"
"492",16,"Shi Smith",CAR,"0","0","0","0","0","0","0","0","0"
"493",16,"Chad Beebe",MIN,"50.1","0","0","20","201","2","0","0","0"
"494",16,"Josh Oliver",BAL,"0","0","0","0","0","0","0","0","0"
"495",16,"Tajae Sharpe",ATL,"0","0","0","0","0","0","0","0","0"
"496",16,"Jaelon Darden",TB,"0","0","0","0","0","0","0","0","0"
"497",16,"Stevie Scott III",NO,"0","0","0","0","0","0","0","0","0"
"498",16,"Antonio Williams",BUF,"21.3","0","0","1","20","0","12","63","2"
"499",16,"Demetric Felton",CLE,"0","0","0","0","0","0","0","0","0"
"500",16,"T.J. Yeldon",FA,"16.2","0","0","1","22","1","10","70","0"
"501",16,"Braxton Berrios",NYJ,"97.3","0","0","37","394","3","3","29","0"
"502",16,"Marquez Stevenson",BUF,"0","0","0","0","0","0","0","0","0"
"503",16,"Geronimo Allison",DET,"0","0","0","0","0","0","0","0","0"
"504",16,"Blake Bell",KC,"22.2","0","0","11","110","0","1","2","0"
"505",16,"Josiah Deguara",GB,"2.2","0","0","1","12","0","0","0","0"
"506",16,"D'Onta Foreman",FA,"17","0","0","1","5","1","22","95","0"
"507",16,"Nick Foles",CHI,"112.18","1852","10","0","0","0","16","1","1"
"508",16,"Isaiah Coulter",HOU,"0","0","0","0","0","0","0","0","0"
"509",16,"Dwayne Haskins",PIT,"75.16","1439","5","0","0","0","20","46","1"
