"POS_RK",POS_TIERS,"PLAYER NAME",TEAM,"AVG_FAN PTS"
"107",10,"Derek Carrier",LV,"0.1"
"108",10,"Ricky Seals-Jones",WAS,"0.0"
"109",10,"Caleb Wilson",PHI,"0.0"
"110",10,"Jason Croom",PHI,"1.6"
"111",10,"Ross Travis",ARI,"0.0"
"112",10,"Stephen Anderson",LAC,"0.7"
"113",10,"Austin Fort",DEN,"0"
"114",10,"Tyler Mabry",SEA,"0"
"115",10,"Brandon Dillon",MIN,"0.2"
"116",10,"Lee Smith",ATL,"1.6"
"117",10,"Stephen Sullivan",CAR,"0.0"
"118",10,"Zach Gentry",PIT,"0.0"
"119",10,"Stephen Carlson",CLE,"0.2"
"120",10,"J.P. Holtz",CHI,"0.0"
"121",11,"Mason Schreck",CIN,"0.0"
"122",11,"Daniel Brown",NYJ,"0.2"
"123",11,"Tanner Hudson",TB,"0.4"
"124",11,"Temarrick Hemingway",WAS,"0.1"
