PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_TGT,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_TGT,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TIERS,WORST_RK,XPA,XPM
Darren Fells,,,,,,,,,,,,,3.5,,,,,,,0.0,0.0,,1.3,0.3,1.8,19.5,,348.7,0.0,0.0,0.0,,,,,,325.0,,0.0,81.3,,0.0,55.2,21.0,,,,,,0.0,0.0,13.0,TE,57.6,41.0,58.0,11.0,7.0,86.0,4.8,360.6,323.0,76.2,57.8,42.0,59.0,9.5,7.0,82.0,59.0,23.4,7.0,391.0,,21.0,4.0,28.0,312.0,,446.0,0.0,0.0,0.0,,,24.0,12.5,9.2,DET,15.0,356.0,,
Darren Waller,,,,,,,,,,,,,10.7,,,,,,,0.0,0.0,,6.7,0.6,9.1,74.8,,26.1,0.0,0.0,0.0,,,,,,16.0,,37.5,12.5,,1.0,171.6,6.0,,,,,,0.0,0.0,4.0,TE,2.9,1.0,3.0,0.4,1.0,4.0,17.4,20.2,16.0,278.6,2.2,1.0,2.0,0.5,1.0,3.0,2.0,3.6,1.0,31.0,,107.0,9.0,145.0,1196.0,,24.0,0.0,0.0,0.0,,,16.0,68.8,4.0,LV,4.0,46.0,,
Darrynton Evans,,,,,,,,,,,,,2.8,,,,,,,0.0,0.0,,0.4,0.2,0.8,5.4,,222.8,2.8,0.0,10.8,,,,,,149.0,,0.0,0.0,,2.0,14.1,19.0,,,,,,0.0,0.0,16.0,RB,67.0,47.0,61.0,8.6,7.0,97.0,3.2,208.6,145.0,16.1,63.8,50.0,62.0,8.0,7.0,83.0,61.0,36.8,7.0,310.0,,2.0,1.0,4.0,27.0,,222.0,14.0,0.0,54.0,,,16.0,0.0,41.1,TEN,11.0,360.0,,
Darwin Thompson,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,,0.5,0.1,0.8,5.0,,342.2,2.1,0.1,7.5,,,,,,277.0,,0.0,0.0,,4.0,26.2,16.0,,,,,,0.0,0.0,13.0,RB,102.8,78.0,116.0,11.9,9.0,120.0,2.6,329.0,245.0,33.2,104.5,74.0,114.0,13.8,10.0,131.0,114.0,45.6,9.0,391.0,,7.0,1.0,11.0,65.0,,423.0,27.0,1.0,97.0,,,15.0,0.0,40.0,KC,15.0,386.0,,
Davante Adams,,,,,,,,,,,,,17.4,,,,,,,0.0,0.0,,8.2,1.3,10.6,98.1,,11.7,0.0,0.0,0.0,,,,,,4.0,,50.0,7.1,,1.0,243.4,29.0,,,,,,0.0,0.0,19.0,WR,2.3,1.0,2.0,1.1,1.0,7.0,25.6,6.1,5.0,358.4,1.2,1.0,1.0,0.5,1.0,3.0,1.0,2.1,1.0,12.0,,115.0,18.0,149.0,1374.0,,11.0,0.0,0.0,0.0,,,29.0,85.7,2.3,GB,2.0,22.0,,
David Blough,,,,,,,,,,,,,2.8,,,10.0,6.0,1.0,60%,,,,,,,,,,1.0,0.0,18.0,1.0,,,,49.0,,,0.0,0.0,,2.0,2.76,30.0,,1.0,10.0,6.0,60%,,,3.0,,80.2,69.0,84.0,6.0,8.0,86.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,18.0,1.0,,32.0,0.0,,DET,,,,
David Johnson,,,,,,,,,,,,,12.2,,,,,,,0.0,0.0,,2.8,0.2,3.8,26.2,,97.5,12.3,0.5,57.6,,,,,,50.0,,16.7,16.7,,1.0,146.5,17.0,,,,,,0.0,0.0,4.0,RB,35.1,21.0,34.0,5.5,5.0,51.0,15.0,117.6,60.0,179.5,40.5,25.0,40.0,8.9,6.0,72.0,33.0,35.0,5.0,284.0,,33.0,2.0,46.0,314.0,,92.0,147.0,6.0,691.0,,,24.0,58.3,19.2,HOU,8.0,149.0,,
David Montgomery,,,,,,,,,,,,,14.1,,,,,,,0.0,0.0,,3.6,0.1,4.5,29.2,,34.8,16.5,0.5,71.3,,,,,,9.0,,33.3,26.7,,1.0,210.8,8.0,,,,,,0.0,0.0,7.0,RB,17.0,9.0,17.0,2.6,3.0,28.0,17.7,38.2,18.0,264.8,17.0,10.0,16.0,2.9,4.0,24.0,18.0,9.2,4.0,66.0,,54.0,2.0,68.0,438.0,,33.0,247.0,8.0,1070.0,,,13.0,73.3,8.7,CHI,4.0,76.0,,
David Moore,,,,,,,,,,,,,5.2,,,,,,,0.0,0.0,,2.2,0.4,2.9,26.1,,344.1,0.5,0.0,3.8,,,,,,231.0,,0.0,62.5,,4.0,83.8,5.0,,,,,,0.0,0.0,7.0,WR,126.5,84.0,139.0,15.6,10.0,150.0,7.4,336.6,243.0,118.8,129.0,87.0,137.0,15.0,10.0,151.0,141.0,49.2,10.0,396.0,,35.0,6.0,47.0,417.0,,424.0,8.0,0.0,61.0,,,7.0,25.0,45.5,CAR,15.0,395.0,,
David Njoku,,,,,,,,,,,,,2.6,,,,,,,0.0,0.0,,1.5,0.2,2.2,16.4,,314.6,0.0,0.0,0.0,,,,,,80.0,,0.0,0.0,,2.0,33.3,22.0,,,,,,0.0,0.0,21.0,TE,41.6,25.0,40.0,6.4,6.0,58.0,4.0,324.3,258.0,52.3,43.3,31.0,44.0,5.7,6.0,59.0,41.0,30.1,6.0,391.0,,19.0,2.0,29.0,213.0,,349.0,0.0,0.0,0.0,,,17.0,0.0,38.7,CLE,14.0,389.0,,
Davis Mills,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,0.0,0.0,,,,,,,350.9,0.0,0.0,0.0,0.0,,,,0.0,275.0,,0.0,0.0,,3.0,0.0,5.0,,0.0,0.0,0.0,0,0.0,0.0,8.0,QB,41.2,34.0,39.0,4.3,6.0,56.0,,351.1,284.0,,,,,,,,,30.1,,397.0,,,,,,,411.0,0.0,0.0,0.0,0.0,,6.0,0.0,30.1,HOU,15.0,391.0,,
Davis Webb,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,25.0,,0.0,0.0,0.0,0,,,18.0,,93.0,76.0,105.0,17.0,9.0,110.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,26.0,0.0,,BUF,,,,
Dawson Knox,,,,,,,,,,,,,3.6,,,,,,,0.0,0.0,,2.0,0.3,3.7,24.0,,228.7,0.0,0.0,0.0,,,,,,135.0,,0.0,83.3,,1.0,42.8,18.0,,,,,,0.0,0.0,14.0,TE,28.2,16.0,27.0,4.3,4.0,50.0,5.6,243.5,142.0,66.8,29.9,21.0,28.0,3.8,4.0,49.0,28.0,29.2,5.0,353.0,,24.0,3.0,44.0,288.0,,225.0,0.0,0.0,0.0,,,18.0,16.7,33.7,BUF,11.0,357.0,,
Dazz Newsome,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,333.7,0.0,0.0,0.0,,,,,,285.0,,0.0,0.0,,7.0,0.0,12.0,,,,,,0.0,0.0,9.0,WR,126.1,98.0,143.0,16.9,10.0,160.0,0.0,370.8,285.0,0.0,142.6,98.0,147.0,43.7,10.0,326.0,143.0,94.6,10.0,653.0,,0.0,0.0,0.0,0.0,,421.0,0.0,0.0,0.0,,,19.0,0.0,31.6,CHI,15.0,380.0,,
DeAndre Hopkins,,,,,,,,,,,,,10.8,,,,,,,0.0,0.0,,7.2,0.4,10.0,87.9,,18.7,0.1,0.0,0.1,,,,,,10.0,,25.0,12.5,,1.0,172.8,11.0,,,,,,0.0,0.0,15.0,WR,5.7,1.0,5.0,1.8,2.0,21.0,18.0,12.5,7.0,287.8,4.0,2.0,4.0,1.3,1.0,7.0,4.0,2.4,1.0,22.0,,115.0,6.0,160.0,1407.0,,17.0,1.0,0.0,1.0,,,13.0,62.5,4.3,ARI,3.0,48.0,,
DeAndre Washington,,,,,,,,,,,,,3.0,,,,,,,,,,1.3,0.0,2.5,7.5,,,7.8,0.0,22.8,,,,,,,,0.0,0.0,,0.0,12.1,33.0,,,,,,,,33.0,,123.8,101.0,152.0,16.0,11.0,142.0,4.3,,,17.1,117.0,94.0,184.0,23.0,12.0,140.0,142.0,,10.0,,,5.0,0.0,10.0,30.0,,,31.0,0.0,91.0,,,33.0,0.0,,FA,,,,
DeMichael Harris,,,,,,,,,,,,,1.8,,,,,,,,,,1.4,0.0,1.4,11.3,,,0.9,0.0,6.6,,,,,,,,0.0,0.0,,0.0,12.5,9.0,,,,,,,,31.0,,210.7,162.0,217.0,44.2,12.0,269.0,3.2,,,22.5,196.3,174.0,242.0,16.1,13.0,211.0,216.0,,12.0,,,10.0,0.0,10.0,79.0,,,6.0,0.0,46.0,,,2.0,0.0,,IND,,,,
DeSean Jackson,,,,,,,,,,,,,6.2,,,,,,,0.0,0.0,,2.8,0.2,5.2,47.2,,234.4,0.2,0.0,2.4,,,,,,124.0,,0.0,0.0,,4.0,30.8,3.0,,,,,,0.0,0.0,4.0,WR,84.4,51.0,83.0,10.3,8.0,130.0,9.0,253.7,167.0,44.8,90.5,64.0,90.0,9.5,8.0,129.0,89.0,31.3,8.0,374.0,,14.0,1.0,26.0,236.0,,240.0,1.0,0.0,12.0,,,5.0,0.0,32.0,LAR,12.0,369.0,,
DeVante Parker,,,,,,,,,,,,,7.4,,,,,,,0.0,0.0,,4.5,0.3,7.4,56.6,,108.1,0.0,0.0,0.0,,,,,,48.0,,0.0,35.7,,1.0,103.3,20.0,,,,,,0.0,0.0,29.0,WR,45.9,21.0,45.0,6.2,6.0,64.0,11.9,123.5,74.0,166.3,50.5,32.0,50.0,7.8,6.0,69.0,46.0,27.9,6.0,205.0,,63.0,4.0,103.0,793.0,,109.0,0.0,0.0,0.0,,,4.0,42.9,18.9,MIA,8.0,176.0,,
DeVonta Smith,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,93.9,0.0,0.0,0.0,,,,,,39.0,,0.0,0.0,,1.0,0.0,17.0,,,,,,0.0,0.0,32.0,WR,40.2,17.0,39.0,10.0,5.0,85.0,0.0,93.2,48.0,0.0,39.8,22.0,39.0,7.9,5.0,69.0,41.0,23.3,5.0,196.0,,0.0,0.0,0.0,0.0,,91.0,0.0,0.0,0.0,,,3.0,0.0,29.3,PHI,7.0,240.0,,
Dede Westbrook,,,,,,,,,,,,,-0.8,,,,,,,0.0,0.0,,0.5,0.0,0.5,2.0,,322.0,0.0,0.0,0.0,,,,,,229.0,,0.0,0.0,,4.0,-1.6,18.0,,,,,,0.0,0.0,28.0,WR,117.4,83.0,124.0,18.5,10.0,188.0,-0.3,320.4,268.0,-0.6,117.1,94.0,129.0,15.7,10.0,171.0,124.0,35.6,10.0,390.0,,1.0,0.0,1.0,4.0,,373.0,0.0,0.0,0.0,,,6.0,0.0,33.9,MIN,14.0,390.0,,
Dedrick Mills,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,29.0,,,,,,,,21.0,,134.3,99.0,157.0,29.4,11.0,176.0,0.0,,,0.0,127.8,101.0,156.0,27.1,11.0,171.0,160.0,,11.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,29.0,0.0,,DET,,,,
DeeJay Dallas,,,,,,,,,,,,,3.3,,,,,,,0.0,0.0,,1.4,0.1,1.7,9.3,,312.6,2.8,0.2,9.0,,,,,,245.0,,0.0,0.0,,3.0,39.9,24.0,,,,,,0.0,0.0,9.0,RB,87.0,71.0,83.0,6.8,8.0,108.0,4.7,295.8,187.0,56.9,83.2,63.0,79.0,7.4,8.0,105.0,83.0,35.6,8.0,387.0,,17.0,1.0,20.0,111.0,,320.0,34.0,2.0,108.0,,,30.0,0.0,25.4,SEA,13.0,386.0,,
Deebo Samuel,,,,,,,,,,,,,6.8,,,,,,,0.0,0.0,,4.7,0.1,6.3,55.9,,80.4,1.1,0.0,3.7,,,,,,50.0,,0.0,0.0,,1.0,47.7,1.0,,,,,,0.0,0.0,2.0,WR,35.4,23.0,33.0,5.8,5.0,62.0,11.5,81.7,50.0,80.7,35.9,24.0,35.0,6.2,5.0,59.0,35.0,16.5,5.0,160.0,,33.0,1.0,44.0,391.0,,75.0,8.0,0.0,26.0,,,9.0,0.0,15.1,SF,7.0,160.0,,
Demarcus Robinson,,,,,,,,,,,,,4.2,,,,,,,0.0,0.0,,3.0,0.2,3.9,31.1,,297.8,0.0,0.0,0.0,,,,,,101.0,,0.0,56.3,,3.0,62.6,26.0,,,,,,0.0,0.0,25.0,WR,104.0,44.0,113.0,18.8,9.0,135.0,7.2,284.5,149.0,107.6,102.8,66.0,115.0,15.5,9.0,135.0,112.0,54.0,9.0,393.0,,45.0,3.0,59.0,466.0,,340.0,0.0,0.0,0.0,,,23.0,6.3,62.8,KC,14.0,374.0,,
Demetric Felton,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,366.5,0.0,0.0,0.0,,,,,,358.0,,0.0,0.0,,5.0,0.0,32.0,,,,,,0.0,0.0,24.0,WR,148.4,118.0,166.0,13.2,11.0,172.0,0.0,340.5,333.0,0.0,147.9,127.0,165.0,12.8,11.0,170.0,164.0,7.5,11.0,348.0,,0.0,0.0,0.0,0.0,,500.0,0.0,0.0,0.0,,,31.0,0.0,8.5,CLE,16.0,375.0,,
Denver Broncos,,,,,,,,,,,0.0,0.0,4.6,0.4,0.6,,,,,0.0,0.0,0.0,,,,,0.0,224.9,,,,2.6,0.0,,,,97.0,0.0,,,0.0,,73.0,8.0,6.0,10.0,,,,0.0,0.0,15.0,DEF,14.8,5.0,15.0,3.4,4.0,23.0,,219.3,145.0,,,,,,,,,23.4,,279.0,0.0,,,,,0.0,220.0,,,,42.0,0.0,13.0,,20.8,DEN,11.0,303.0,,
Denzel Mims,,,,,,,,,,,,,4.2,,,,,,,0.0,0.0,,2.6,0.0,4.9,39.7,,206.3,0.0,0.0,0.0,,,,,,129.0,,0.0,0.0,,4.0,37.7,7.0,,,,,,0.0,0.0,11.0,WR,75.7,53.0,75.0,11.9,7.0,121.0,6.7,240.4,126.0,60.7,87.2,52.0,85.0,16.2,8.0,150.0,75.0,45.7,7.0,362.0,,23.0,0.0,44.0,357.0,,203.0,0.0,0.0,0.0,,,10.0,0.0,35.7,NYJ,11.0,369.0,,
Deon Jackson,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,5.0,0.0,6.0,,,,,,,,29.0,,175.5,166.0,208.0,9.5,12.0,185.0,0.0,,,0.0,169.3,150.0,206.0,16.4,12.0,190.0,210.0,,12.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.0,0.0,,IND,,,,
Deonte Harris,,,,,,,,,,,,,3.1,,,,,,,0.0,0.0,,2.2,0.1,2.8,20.7,,297.2,0.7,0.0,5.7,,,,,,194.0,,0.0,0.0,,3.0,27.7,6.0,,,,,,0.0,0.0,5.0,WR,111.9,68.0,127.0,20.3,10.0,153.0,5.3,300.6,160.0,47.7,111.1,62.0,123.0,19.6,10.0,167.0,129.0,49.1,10.0,373.0,,20.0,1.0,25.0,186.0,,377.0,6.0,0.0,51.0,,,11.0,0.0,43.0,NO,14.0,384.0,,
Derek Carr,,,,,,,,,,,,,17.6,,,32.3,21.8,0.6,67%,1.7,256.4,,,,,,,169.4,2.4,0.2,8.8,1.6,,,,256.4,90.0,,6.3,37.5,,1.0,281.12,28.0,,9.0,517.0,348.0,67%,27.0,4103.0,7.0,QB,23.2,14.0,24.0,3.8,4.0,32.0,,165.2,114.0,,,,,,,,,30.7,,275.0,,,,,,,163.0,39.0,3.0,140.0,26.0,,30.0,56.3,29.3,LV,10.0,274.0,,
Derek Carrier,,,,,,,,,,,,,0.1,,,,,,,,,,0.1,0.0,0.1,0.9,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,1.4,6.0,,,,,,,,4.0,,84.5,68.0,107.0,16.5,10.0,101.0,0.1,,,2.4,90.8,78.0,94.0,10.8,8.0,107.0,104.0,,10.0,,,1.0,0.0,1.0,14.0,,,0.0,0.0,0.0,,,16.0,0.0,,LV,,,,
Derek Watt,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,4.0,,,,,,,,5.0,,159.5,101.0,177.0,36.6,11.0,196.0,0.0,,,0.0,159.8,147.0,198.0,11.1,12.0,174.0,172.0,,11.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,11.0,0.0,,PIT,,,,
Derrick Henry,,,,,,,,,,,,,19.6,,,,,,,0.0,0.0,,1.2,0.0,1.9,7.1,,3.2,23.6,1.1,126.7,,,,,,1.0,,37.5,12.5,,1.0,314.1,19.0,,,,,,0.0,0.0,16.0,RB,3.2,1.0,3.0,0.9,1.0,11.0,20.8,7.4,2.0,333.1,5.7,2.0,5.0,2.6,2.0,13.0,4.0,5.8,2.0,27.0,,19.0,0.0,31.0,114.0,,3.0,378.0,17.0,2027.0,,,16.0,75.0,1.0,TEN,1.0,14.0,,
Deshaun Watson,,,,,,,,,,,,,23.5,,,34.0,23.9,0.4,70%,2.1,301.4,,,,,,,229.6,5.6,0.2,27.8,3.1,,,,301.4,61.0,,25.0,6.3,,3.0,376.32,5.0,,7.0,544.0,382.0,70%,33.0,4823.0,8.0,QB,33.2,13.0,35.0,8.4,5.0,88.0,,277.9,103.0,,,,,,,,,82.3,,394.0,,,,,,,246.0,90.0,3.0,444.0,49.0,,6.0,62.5,87.9,HOU,12.0,378.0,,
Detroit Lions,,,,,,,,,,,0.0,0.0,1.8,0.3,0.4,,,,,0.0,0.0,0.0,,,,,0.0,329.4,,,,1.5,0.1,,,,107.0,0.0,,,0.0,,29.0,10.0,5.0,7.0,,,,0.0,0.0,11.0,DEF,30.4,9.0,32.0,1.8,5.0,32.0,,334.4,301.0,,,,,,,,,16.6,,355.0,0.0,,,,,0.0,375.0,,,,24.0,1.0,18.0,,27.3,DET,14.0,355.0,,
Devin Asiasi,,,,,,,,,,,,,1.2,,,,,,,,,,0.3,0.1,0.9,4.9,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,3.0,9.9,1.0,,,,,,,,30.0,,75.6,52.0,76.0,16.4,8.0,110.0,1.5,,,11.9,77.7,62.0,74.0,12.7,8.0,107.0,75.0,,8.0,,,2.0,1.0,7.0,39.0,,,0.0,0.0,0.0,,,1.0,0.0,,NE,,,,
Devin Duvernay,,,,,,,,,,,,,2.1,,,,,,,0.0,0.0,,1.3,0.0,1.6,12.6,,341.1,0.3,0.0,4.4,,,,,,198.0,,0.0,0.0,,4.0,33.1,15.0,,,,,,0.0,0.0,16.0,WR,121.4,70.0,129.0,16.6,10.0,163.0,3.3,341.3,216.0,53.1,125.1,78.0,130.0,16.2,10.0,152.0,128.0,41.1,10.0,390.0,,20.0,0.0,26.0,201.0,,401.0,4.0,0.0,70.0,,,18.0,0.0,39.6,BAL,15.0,390.0,,
Devin Funchess,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,341.6,0.0,0.0,0.0,,,,,,220.0,,0.0,0.0,,7.0,0.0,29.0,,,,,,0.0,0.0,19.0,WR,139.2,79.0,149.0,18.5,11.0,163.0,0.0,403.8,292.0,0.0,155.5,107.0,157.0,47.5,11.0,341.0,147.0,137.1,11.0,669.0,,0.0,0.0,0.0,0.0,,448.0,0.0,0.0,0.0,,,29.0,0.0,62.3,GB,15.0,389.0,,
Devin Singletary,,,,,,,,,,,,,6.6,,,,,,,0.0,0.0,,2.4,0.0,3.1,16.8,,123.2,9.8,0.1,42.9,,,,,,59.0,,0.0,37.5,,2.0,105.6,23.0,,,,,,0.0,0.0,20.0,RB,42.7,24.0,43.0,4.6,6.0,58.0,9.0,118.9,67.0,143.6,41.5,29.0,42.0,4.7,6.0,54.0,42.0,18.0,6.0,185.0,,38.0,0.0,50.0,269.0,,119.0,156.0,2.0,687.0,,,22.0,37.5,17.0,BUF,8.0,185.0,,
Devine Ozigbo,,,,,,,,,,,,,0.5,,,,,,,0.0,0.0,,1.1,0.0,1.1,5.3,,342.8,0.1,0.0,0.1,,,,,,313.0,,0.0,0.0,,5.0,4.3,9.0,,,,,,0.0,0.0,2.0,RB,99.5,85.0,110.0,13.9,9.0,144.0,1.7,341.8,299.0,13.3,101.5,86.0,112.0,14.3,10.0,145.0,110.0,22.3,9.0,393.0,,9.0,0.0,9.0,42.0,,398.0,1.0,0.0,1.0,,,23.0,0.0,19.9,JAC,15.0,392.0,,
Devonta Freeman,,,,,,,,,,,,,5.8,,,,,,,0.0,0.0,,1.4,0.0,2.0,11.6,,350.7,10.8,0.2,34.4,,,,,,64.0,,0.0,0.0,,0.0,29.0,25.0,,,,,,0.0,0.0,22.0,RB,103.9,91.0,127.0,10.1,10.0,124.0,7.2,331.1,277.0,36.0,99.0,78.0,113.0,13.1,10.0,122.0,128.0,30.5,10.0,393.0,,7.0,0.0,10.0,58.0,,447.0,54.0,1.0,172.0,,,21.0,0.0,19.9,NO,15.0,392.0,,
Devontae Booker,,,,,,,,,,,,,4.3,,,,,,,0.0,0.0,,1.1,0.0,1.3,5.3,,254.4,5.8,0.2,26.4,,,,,,123.0,,0.0,81.3,,2.0,68.7,31.0,,,,,,0.0,0.0,15.0,RB,73.7,43.0,80.0,13.4,8.0,105.0,5.4,242.7,120.0,85.7,72.0,46.0,73.0,13.1,8.0,106.0,80.0,57.1,8.0,381.0,,17.0,0.0,21.0,84.0,,276.0,93.0,3.0,423.0,,,31.0,12.5,59.7,NYG,12.0,385.0,,
Dexter Williams,,,,,,,,,,,,,0.3,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.7,0.0,2.7,,,,,,,,0.0,0.0,,0.0,0.8,30.0,,,,,,,,27.0,,150.5,132.0,169.0,12.2,11.0,166.0,0.3,,,0.8,138.8,115.0,165.0,19.7,11.0,168.0,167.0,,11.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,8.0,,,26.0,0.0,,GB,,,,
Dez Bryant,,,,,,,,,,,,,2.8,,,,,,,,,,1.0,0.3,1.8,7.8,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,16.7,33.0,,,,,,,,33.0,,182.0,146.0,218.0,36.0,12.0,218.0,3.8,,,22.7,194.0,176.0,257.0,18.0,13.0,212.0,221.0,,12.0,,,6.0,2.0,11.0,47.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,,,,
Dez Fitzpatrick,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,319.0,0.0,0.0,0.0,,,,,,190.0,,0.0,0.0,,4.0,0.0,25.0,,,,,,0.0,0.0,20.0,WR,120.3,85.0,135.0,16.0,10.0,152.0,0.0,316.7,204.0,0.0,124.6,84.0,132.0,16.2,10.0,154.0,135.0,45.2,10.0,382.0,,0.0,0.0,0.0,0.0,,393.0,0.0,0.0,0.0,,,27.0,0.0,48.8,TEN,15.0,395.0,,
Diontae Johnson,,,,,,,,,,,,,8.9,,,,,,,0.0,0.0,,5.9,0.5,9.6,61.5,,59.5,0.2,0.0,1.0,,,,,,41.0,,20.0,33.3,,1.0,133.8,22.0,,,,,,0.0,0.0,14.0,WR,26.3,16.0,26.0,4.5,4.0,42.0,14.8,41.7,29.0,221.8,18.7,11.0,19.0,3.6,4.0,30.0,19.0,7.7,4.0,73.0,,88.0,7.0,144.0,923.0,,58.0,3.0,0.0,15.0,,,22.0,46.7,10.2,PIT,6.0,97.0,,
Diontae Spencer,,,,,,,,,,,,,1.0,,,,,,,,,,0.3,0.0,0.5,2.4,,,0.3,0.0,1.7,,,,,,,,0.0,0.0,,7.0,10.5,21.0,,,,,,,,8.0,,199.3,184.0,219.0,11.0,12.0,209.0,1.2,,,13.5,194.2,173.0,215.0,17.1,12.0,223.0,229.0,,13.0,,,3.0,0.0,6.0,26.0,,,3.0,0.0,19.0,,,26.0,0.0,,DEN,,,,
Donald Parham Jr.,,,,,,,,,,,,,2.6,,,,,,,0.0,0.0,,0.8,0.2,1.5,12.2,,295.3,0.0,0.0,0.0,,,,,,121.0,,0.0,0.0,,0.0,33.9,17.0,,,,,,0.0,0.0,9.0,TE,38.7,13.0,41.0,6.9,6.0,64.0,3.4,282.6,163.0,43.9,36.1,22.0,39.0,6.1,5.0,52.0,40.0,42.2,6.0,371.0,,10.0,3.0,20.0,159.0,,339.0,0.0,0.0,0.0,,,22.0,0.0,38.0,LAC,14.0,373.0,,
Donovan Peoples-Jones,,,,,,,,,,,,,3.7,,,,,,,0.0,0.0,,1.2,0.2,1.7,25.3,,306.2,0.0,0.0,0.0,,,,,,193.0,,0.0,0.0,,4.0,44.4,32.0,,,,,,0.0,0.0,24.0,WR,108.4,81.0,106.0,9.2,9.0,138.0,4.9,287.4,160.0,58.4,101.3,65.0,99.0,14.2,9.0,151.0,106.0,44.9,9.0,380.0,,14.0,2.0,20.0,304.0,,316.0,0.0,0.0,0.0,,,31.0,0.0,28.5,CLE,13.0,379.0,,
Dontrell Hilliard,,,,,,,,,,,,,0.7,,,,,,,,,,0.1,0.0,0.1,0.3,,,1.3,0.0,6.9,,,,,,,,0.0,0.0,,0.0,5.0,17.0,,,,,,,,4.0,,162.7,141.0,188.0,20.4,12.0,190.0,0.9,,,6.0,138.3,90.0,178.0,29.8,11.0,165.0,197.0,,12.0,,,1.0,0.0,1.0,2.0,,,9.0,0.0,48.0,,,24.0,0.0,,HOU,,,,
Drew Lock,,,,,,,,,,,,,15.1,,,34.1,19.5,1.2,57%,1.2,225.6,,,,,,,304.7,3.4,0.2,12.3,1.5,,,,225.6,115.0,,0.0,69.2,,2.0,196.32,6.0,,15.0,443.0,254.0,57%,16.0,2933.0,4.0,QB,34.1,28.0,34.0,2.6,5.0,40.0,,304.7,177.0,,,,,,,,,44.2,,385.0,,,,,,,299.0,44.0,3.0,160.0,19.0,,12.0,30.8,44.1,DEN,13.0,369.0,,
